id,RECALL,TRP
584,0.359375,0.638888889
585,0.359375,0.638888889
586,0.359375,0.621621622
587,0.359375,0.621621622
588,0.359375,0.621621622
589,0.359375,0.605263158
590,0.359375,0.605263158
591,0.359375,0.605263158
592,0.359375,0.605263158
593,0.359375,0.605263158
594,0.359375,0.605263158
595,0.359375,0.605263158
596,0.359375,0.605263158
597,0.359375,0.605263158
598,0.359375,0.605263158
599,0.359375,0.605263158
600,0.359375,0.605263158
601,0.359375,0.605263158
602,0.359375,0.605263158
603,0.359375,0.605263158
604,0.359375,0.605263158
605,0.359375,0.605263158
606,0.359375,0.605263158
607,0.359375,0.605263158
608,0.359375,0.605263158
609,0.359375,0.605263158
610,0.359375,0.605263158
611,0.359375,0.605263158
612,0.359375,0.605263158
613,0.359375,0.605263158
614,0.359375,0.605263158
615,0.359375,0.605263158
616,0.359375,0.605263158
617,0.359375,0.605263158
618,0.359375,0.58974359
619,0.359375,0.58974359
620,0.359375,0.58974359
621,0.359375,0.58974359
622,0.359375,0.58974359
623,0.359375,0.58974359
624,0.359375,0.58974359
625,0.359375,0.58974359
626,0.359375,0.58974359
627,0.359375,0.58974359
628,0.359375,0.58974359
629,0.359375,0.575
630,0.359375,0.575
631,0.359375,0.575
632,0.359375,0.575
633,0.359375,0.575
634,0.359375,0.575
635,0.359375,0.56097561
636,0.359375,0.56097561
637,0.359375,0.56097561
638,0.359375,0.56097561
639,0.359375,0.56097561
640,0.359375,0.56097561
641,0.359375,0.56097561
642,0.359375,0.56097561
643,0.359375,0.56097561
644,0.359375,0.56097561
645,0.359375,0.56097561
646,0.359375,0.56097561
647,0.359375,0.56097561
648,0.359375,0.56097561
649,0.359375,0.56097561
650,0.359375,0.56097561
651,0.359375,0.56097561
652,0.359375,0.56097561
653,0.359375,0.56097561
654,0.359375,0.56097561
655,0.359375,0.56097561
656,0.359375,0.56097561
657,0.359375,0.56097561
658,0.359375,0.56097561
659,0.359375,0.56097561
660,0.359375,0.56097561
661,0.359375,0.56097561
662,0.359375,0.56097561
663,0.359375,0.56097561
664,0.359375,0.56097561
665,0.359375,0.56097561
666,0.359375,0.56097561
667,0.359375,0.56097561
668,0.359375,0.56097561
669,0.359375,0.56097561
670,0.359375,0.547619048
671,0.359375,0.547619048
672,0.359375,0.547619048
673,0.359375,0.547619048
674,0.359375,0.547619048
675,0.359375,0.547619048
676,0.359375,0.547619048
677,0.359375,0.547619048
678,0.359375,0.547619048
679,0.359375,0.547619048
680,0.359375,0.547619048
681,0.359375,0.547619048
682,0.359375,0.547619048
683,0.359375,0.547619048
684,0.359375,0.547619048
685,0.359375,0.547619048
686,0.359375,0.547619048
687,0.359375,0.547619048
688,0.359375,0.547619048
689,0.359375,0.547619048
690,0.359375,0.547619048
691,0.359375,0.547619048
692,0.359375,0.547619048
693,0.359375,0.547619048
694,0.359375,0.547619048
695,0.359375,0.547619048
696,0.359375,0.547619048
697,0.359375,0.547619048
698,0.359375,0.547619048
699,0.359375,0.547619048
700,0.359375,0.547619048
701,0.359375,0.547619048
702,0.359375,0.547619048
703,0.359375,0.547619048
704,0.359375,0.547619048
705,0.359375,0.547619048
706,0.359375,0.547619048
707,0.359375,0.547619048
708,0.359375,0.547619048
709,0.359375,0.547619048
710,0.359375,0.547619048
711,0.359375,0.547619048
712,0.359375,0.547619048
713,0.359375,0.547619048
714,0.359375,0.547619048
715,0.359375,0.547619048
716,0.359375,0.534883721
717,0.359375,0.534883721
718,0.359375,0.534883721
719,0.359375,0.534883721
720,0.359375,0.534883721
721,0.359375,0.534883721
722,0.375,0.545454545
723,0.375,0.545454545
724,0.375,0.545454545
725,0.375,0.545454545
726,0.375,0.545454545
727,0.375,0.545454545
728,0.375,0.545454545
729,0.375,0.545454545
730,0.375,0.545454545
731,0.375,0.545454545
732,0.390625,0.555555556
733,0.390625,0.555555556
734,0.390625,0.555555556
735,0.390625,0.555555556
736,0.390625,0.555555556
737,0.390625,0.543478261
738,0.390625,0.543478261
739,0.390625,0.543478261
740,0.390625,0.543478261
741,0.390625,0.543478261
742,0.390625,0.543478261
743,0.390625,0.543478261
744,0.390625,0.543478261
745,0.390625,0.543478261
746,0.390625,0.543478261
747,0.390625,0.543478261
748,0.390625,0.543478261
749,0.390625,0.543478261
750,0.390625,0.543478261
751,0.390625,0.543478261
752,0.390625,0.543478261
753,0.40625,0.553191489
754,0.40625,0.553191489
755,0.40625,0.553191489
756,0.40625,0.553191489
757,0.40625,0.553191489
758,0.40625,0.553191489
759,0.40625,0.553191489
760,0.40625,0.553191489
761,0.40625,0.553191489
762,0.40625,0.553191489
763,0.40625,0.553191489
764,0.40625,0.553191489
765,0.40625,0.553191489
766,0.40625,0.553191489
767,0.40625,0.553191489
768,0.40625,0.553191489
769,0.40625,0.553191489
770,0.40625,0.553191489
771,0.40625,0.553191489
772,0.40625,0.553191489
773,0.40625,0.553191489
774,0.40625,0.553191489
775,0.40625,0.553191489
776,0.40625,0.541666667
777,0.40625,0.541666667
778,0.40625,0.541666667
779,0.40625,0.541666667
780,0.40625,0.541666667
781,0.40625,0.541666667
782,0.40625,0.530612245
783,0.40625,0.530612245
784,0.40625,0.530612245
785,0.40625,0.530612245
786,0.40625,0.530612245
787,0.40625,0.52
788,0.40625,0.52
789,0.40625,0.52
790,0.421875,0.529411765
791,0.421875,0.529411765
792,0.4375,0.538461538
793,0.453125,0.547169811
794,0.453125,0.547169811
795,0.453125,0.547169811
796,0.453125,0.547169811
797,0.453125,0.547169811
798,0.453125,0.547169811
799,0.46875,0.545454545
800,0.46875,0.545454545
801,0.46875,0.545454545
802,0.46875,0.545454545
803,0.46875,0.545454545
804,0.46875,0.545454545
805,0.46875,0.545454545
806,0.46875,0.545454545
807,0.46875,0.545454545
808,0.46875,0.545454545
809,0.46875,0.545454545
810,0.46875,0.545454545
811,0.46875,0.545454545
812,0.46875,0.545454545
813,0.46875,0.535714286
814,0.46875,0.535714286
815,0.46875,0.535714286
816,0.46875,0.535714286
817,0.46875,0.535714286
818,0.46875,0.535714286
819,0.46875,0.535714286
820,0.46875,0.535714286
821,0.46875,0.535714286
822,0.46875,0.535714286
823,0.46875,0.535714286
824,0.46875,0.535714286
825,0.46875,0.535714286
826,0.46875,0.535714286
827,0.46875,0.535714286
828,0.46875,0.535714286
829,0.484375,0.543859649
830,0.484375,0.543859649
831,0.484375,0.543859649
832,0.484375,0.543859649
833,0.484375,0.543859649
834,0.484375,0.543859649
835,0.484375,0.534482759
836,0.484375,0.534482759
837,0.484375,0.525423729
838,0.484375,0.516666667
839,0.484375,0.516666667
840,0.484375,0.508196721
841,0.484375,0.508196721
842,0.484375,0.508196721
843,0.484375,0.508196721
844,0.484375,0.508196721
845,0.5,0.516129032
846,0.5,0.516129032
847,0.5,0.516129032
848,0.5,0.516129032
849,0.5,0.516129032
850,0.5,0.516129032
851,0.5,0.516129032
852,0.5,0.516129032
853,0.5,0.516129032
854,0.5,0.516129032
855,0.5,0.516129032
856,0.5,0.516129032
857,0.5,0.516129032
858,0.5,0.516129032
859,0.5,0.516129032
860,0.5,0.516129032
861,0.5,0.516129032
862,0.5,0.507936508
863,0.5,0.507936508
864,0.515625,0.515625
865,0.515625,0.515625
866,0.515625,0.515625
867,0.515625,0.515625
868,0.515625,0.515625
869,0.515625,0.515625
870,0.515625,0.515625
871,0.515625,0.515625
872,0.546875,0.53030303
873,0.546875,0.53030303
874,0.546875,0.53030303
875,0.546875,0.53030303
876,0.546875,0.53030303
877,0.546875,0.53030303
878,0.546875,0.53030303
879,0.546875,0.53030303
880,0.546875,0.53030303
881,0.546875,0.52238806
882,0.546875,0.52238806
883,0.546875,0.52238806
884,0.546875,0.52238806
885,0.546875,0.52238806
886,0.546875,0.52238806
887,0.546875,0.52238806
888,0.546875,0.52238806
889,0.546875,0.52238806
890,0.546875,0.52238806
891,0.546875,0.52238806
892,0.546875,0.52238806
893,0.546875,0.52238806
894,0.546875,0.52238806
895,0.546875,0.52238806
896,0.546875,0.52238806
897,0.546875,0.52238806
898,0.546875,0.52238806
899,0.546875,0.52238806
900,0.546875,0.52238806
901,0.546875,0.52238806
902,0.546875,0.52238806
903,0.546875,0.514705882
904,0.546875,0.514705882
905,0.546875,0.514705882
906,0.546875,0.514705882
907,0.546875,0.514705882
908,0.546875,0.514705882
909,0.546875,0.514705882
910,0.546875,0.514705882
911,0.546875,0.514705882
912,0.546875,0.514705882
913,0.546875,0.514705882
914,0.546875,0.514705882
915,0.546875,0.514705882
916,0.546875,0.514705882
917,0.546875,0.514705882
918,0.546875,0.514705882
919,0.546875,0.514705882
920,0.546875,0.507246377
921,0.546875,0.507246377
922,0.546875,0.507246377
923,0.546875,0.507246377
924,0.546875,0.507246377
925,0.546875,0.507246377
926,0.546875,0.507246377
927,0.546875,0.507246377
928,0.546875,0.507246377
929,0.546875,0.507246377
930,0.546875,0.507246377
931,0.546875,0.507246377
932,0.5625,0.514285714
933,0.5625,0.514285714
934,0.5625,0.514285714
935,0.5625,0.514285714
936,0.5625,0.514285714
937,0.5625,0.514285714
938,0.5625,0.514285714
939,0.5625,0.514285714
940,0.5625,0.514285714
941,0.5625,0.514285714
942,0.5625,0.514285714
943,0.5625,0.514285714
944,0.5625,0.514285714
945,0.5625,0.514285714
946,0.5625,0.514285714
947,0.5625,0.514285714
948,0.5625,0.514285714
949,0.5625,0.514285714
950,0.5625,0.514285714
951,0.5625,0.514285714
952,0.5625,0.514285714
953,0.5625,0.514285714
954,0.5625,0.514285714
955,0.5625,0.514285714
956,0.5625,0.514285714
957,0.5625,0.514285714
958,0.5625,0.514285714
959,0.5625,0.514285714
960,0.5625,0.514285714
961,0.5625,0.514285714
962,0.5625,0.507042254
963,0.5625,0.507042254
964,0.5625,0.507042254
965,0.5625,0.507042254
966,0.5625,0.507042254
967,0.5625,0.507042254
968,0.5625,0.507042254
969,0.5625,0.507042254
970,0.5625,0.507042254
971,0.5625,0.507042254
972,0.5625,0.507042254
973,0.5625,0.507042254
974,0.5625,0.507042254
975,0.5625,0.507042254
976,0.5625,0.507042254
977,0.5625,0.507042254
978,0.5625,0.507042254
979,0.5625,0.507042254
980,0.5625,0.507042254
981,0.5625,0.507042254
982,0.5625,0.5
983,0.5625,0.5
984,0.5625,0.5
985,0.5625,0.5
986,0.5625,0.5
987,0.5625,0.5
988,0.5625,0.5
989,0.5625,0.493150685
990,0.5625,0.493150685
991,0.5625,0.493150685
992,0.5625,0.493150685
993,0.5625,0.493150685
994,0.5625,0.493150685
995,0.5625,0.493150685
996,0.5625,0.493150685
997,0.5625,0.493150685
998,0.5625,0.493150685
999,0.5625,0.493150685
1000,0.5625,0.493150685
1001,0.5625,0.493150685
1002,0.5625,0.493150685
1003,0.5625,0.493150685
1004,0.5625,0.493150685
1005,0.5625,0.493150685
1006,0.5625,0.486486486
1007,0.5625,0.486486486
1008,0.5625,0.486486486
1009,0.5625,0.486486486
1010,0.5625,0.486486486
1011,0.5625,0.486486486
1012,0.5625,0.486486486
1013,0.5625,0.486486486
1014,0.5625,0.486486486
1015,0.5625,0.486486486
1016,0.5625,0.486486486
1017,0.5625,0.486486486
1018,0.5625,0.486486486
1019,0.5625,0.486486486
1020,0.5625,0.486486486
1021,0.5625,0.486486486
1022,0.5625,0.486486486
1023,0.5625,0.486486486
1024,0.5625,0.486486486
1025,0.5625,0.486486486
1026,0.5625,0.486486486
1027,0.5625,0.486486486
1028,0.5625,0.486486486
1029,0.5625,0.486486486
1030,0.5625,0.486486486
1031,0.5625,0.486486486
1032,0.5625,0.486486486
1033,0.5625,0.486486486
1034,0.5625,0.486486486
1035,0.5625,0.486486486
1036,0.5625,0.486486486
1037,0.5625,0.486486486
1038,0.5625,0.486486486
1039,0.5625,0.486486486
1040,0.5625,0.48
1041,0.5625,0.48
1042,0.5625,0.48
1043,0.5625,0.48
1044,0.5625,0.48
1045,0.5625,0.48
1046,0.5625,0.473684211
1047,0.5625,0.473684211
1048,0.5625,0.473684211
1049,0.5625,0.473684211
1050,0.5625,0.473684211
1051,0.5625,0.473684211
1052,0.5625,0.473684211
1053,0.5625,0.473684211
1054,0.5625,0.473684211
1055,0.5625,0.473684211
1056,0.5625,0.473684211
1057,0.5625,0.473684211
1058,0.5625,0.473684211
1059,0.5625,0.473684211
1060,0.5625,0.473684211
1061,0.5625,0.473684211
1062,0.5625,0.473684211
1063,0.5625,0.473684211
1064,0.5625,0.473684211
1065,0.5625,0.467532468
1066,0.5625,0.467532468
1067,0.578125,0.474358974
1068,0.578125,0.474358974
1069,0.578125,0.474358974
1070,0.578125,0.474358974
1071,0.578125,0.474358974
1072,0.578125,0.474358974
1073,0.578125,0.474358974
1074,0.578125,0.474358974
1075,0.578125,0.474358974
1076,0.578125,0.474358974
1077,0.578125,0.474358974
1078,0.578125,0.474358974
1079,0.578125,0.474358974
1080,0.578125,0.474358974
1081,0.578125,0.474358974
1082,0.578125,0.474358974
1083,0.578125,0.474358974
1084,0.578125,0.474358974
1085,0.578125,0.474358974
1086,0.578125,0.474358974
1087,0.578125,0.474358974
1088,0.578125,0.474358974
1089,0.578125,0.474358974
1090,0.578125,0.474358974
1091,0.578125,0.474358974
1092,0.578125,0.474358974
1093,0.578125,0.474358974
1094,0.578125,0.474358974
1095,0.578125,0.474358974
1096,0.578125,0.474358974
1097,0.578125,0.474358974
1098,0.578125,0.474358974
1099,0.578125,0.474358974
1100,0.578125,0.474358974
1101,0.578125,0.474358974
1102,0.578125,0.474358974
1103,0.578125,0.474358974
1104,0.578125,0.474358974
1105,0.578125,0.474358974
1106,0.578125,0.474358974
1107,0.578125,0.474358974
1108,0.578125,0.474358974
1109,0.578125,0.474358974
1110,0.59375,0.481012658
1111,0.59375,0.481012658
1112,0.59375,0.481012658
1113,0.59375,0.481012658
1114,0.59375,0.481012658
1115,0.59375,0.481012658
