id,RECALL,PRE
107,0.018518519,1
108,0.037037037,1
109,0.037037037,1
110,0.037037037,1
111,0.037037037,1
112,0.037037037,1
113,0.037037037,1
114,0.037037037,1
115,0.037037037,1
116,0.037037037,1
117,0.037037037,1
118,0.037037037,1
119,0.037037037,1
120,0.037037037,1
121,0.037037037,1
122,0.037037037,1
123,0.037037037,1
124,0.037037037,1
125,0.037037037,1
126,0.037037037,1
127,0.037037037,1
128,0.037037037,1
129,0.037037037,1
130,0.037037037,1
131,0.037037037,1
132,0.037037037,1
133,0.037037037,1
134,0.037037037,1
135,0.037037037,1
136,0.037037037,1
137,0.037037037,1
138,0.037037037,1
139,0.037037037,1
140,0.037037037,1
141,0.037037037,1
142,0.037037037,1
143,0.037037037,1
144,0.037037037,1
145,0.037037037,1
146,0.037037037,1
147,0.037037037,1
148,0.037037037,1
149,0.037037037,1
150,0.037037037,1
151,0.037037037,1
152,0.037037037,1
153,0.037037037,1
154,0.037037037,1
155,0.037037037,1
156,0.037037037,1
157,0.037037037,1
158,0.037037037,1
159,0.037037037,1
160,0.037037037,1
161,0.037037037,1
162,0.037037037,1
163,0.037037037,1
164,0.037037037,1
165,0.037037037,1
166,0.037037037,1
167,0.037037037,1
168,0.037037037,1
169,0.037037037,1
170,0.037037037,1
171,0.037037037,1
172,0.037037037,1
173,0.037037037,1
174,0.037037037,1
175,0.037037037,1
176,0.037037037,1
177,0.037037037,1
178,0.037037037,1
179,0.037037037,1
180,0.037037037,1
181,0.037037037,1
182,0.037037037,1
183,0.037037037,1
184,0.037037037,1
185,0.037037037,1
186,0.037037037,1
187,0.037037037,1
188,0.037037037,1
189,0.037037037,1
190,0.037037037,1
191,0.037037037,1
192,0.037037037,1
193,0.037037037,1
194,0.037037037,1
195,0.037037037,1
196,0.037037037,1
197,0.037037037,1
198,0.037037037,1
199,0.037037037,1
200,0.037037037,1
201,0.037037037,1
202,0.037037037,1
203,0.037037037,1
204,0.037037037,1
205,0.037037037,1
206,0.037037037,1
207,0.037037037,1
208,0.037037037,1
209,0.037037037,1
210,0.037037037,1
211,0.037037037,1
212,0.037037037,1
213,0.037037037,1
214,0.037037037,1
215,0.037037037,1
216,0.037037037,1
217,0.037037037,1
218,0.037037037,1
219,0.037037037,1
220,0.037037037,1
221,0.037037037,1
222,0.037037037,1
223,0.037037037,1
224,0.037037037,1
225,0.037037037,1
226,0.037037037,1
227,0.037037037,1
228,0.037037037,1
229,0.037037037,1
230,0.037037037,1
231,0.037037037,1
232,0.037037037,1
233,0.037037037,1
234,0.037037037,1
235,0.037037037,1
236,0.037037037,1
237,0.037037037,1
238,0.037037037,1
239,0.037037037,1
240,0.037037037,1
241,0.037037037,1
242,0.037037037,1
243,0.037037037,1
244,0.037037037,1
245,0.037037037,1
246,0.037037037,1
247,0.037037037,1
248,0.037037037,1
249,0.037037037,1
250,0.037037037,1
251,0.037037037,1
252,0.037037037,1
253,0.037037037,1
254,0.037037037,1
255,0.037037037,1
256,0.037037037,1
257,0.037037037,1
258,0.037037037,1
259,0.037037037,1
260,0.037037037,1
261,0.037037037,1
262,0.037037037,1
263,0.037037037,1
264,0.037037037,1
265,0.037037037,1
266,0.037037037,1
267,0.037037037,1
268,0.037037037,1
269,0.037037037,1
270,0.037037037,1
271,0.037037037,1
272,0.037037037,1
273,0.037037037,1
274,0.037037037,1
275,0.037037037,1
276,0.037037037,1
277,0.037037037,1
278,0.037037037,1
279,0.037037037,1
280,0.037037037,1
281,0.037037037,1
282,0.037037037,1
283,0.037037037,1
284,0.037037037,1
285,0.037037037,1
286,0.037037037,1
287,0.037037037,1
288,0.037037037,1
289,0.037037037,1
290,0.037037037,1
291,0.037037037,1
292,0.037037037,1
293,0.037037037,1
294,0.037037037,1
295,0.037037037,1
296,0.037037037,1
297,0.037037037,1
298,0.037037037,1
299,0.037037037,1
300,0.037037037,1
301,0.037037037,1
302,0.037037037,1
303,0.037037037,1
304,0.037037037,1
305,0.037037037,1
306,0.037037037,1
307,0.037037037,1
308,0.037037037,1
309,0.037037037,1
310,0.037037037,1
311,0.037037037,1
312,0.037037037,1
313,0.037037037,1
314,0.037037037,1
315,0.037037037,1
316,0.037037037,1
317,0.037037037,1
318,0.037037037,1
319,0.037037037,1
320,0.037037037,1
321,0.037037037,1
322,0.037037037,1
323,0.037037037,1
324,0.037037037,1
325,0.037037037,1
326,0.037037037,1
327,0.037037037,1
328,0.037037037,1
329,0.037037037,1
330,0.037037037,1
331,0.037037037,1
332,0.037037037,1
333,0.037037037,1
334,0.037037037,1
335,0.037037037,1
336,0.037037037,1
337,0.037037037,1
338,0.037037037,1
339,0.037037037,1
340,0.037037037,1
341,0.037037037,1
342,0.037037037,1
343,0.037037037,1
344,0.037037037,1
345,0.037037037,1
346,0.037037037,1
347,0.037037037,1
348,0.037037037,1
349,0.037037037,1
350,0.037037037,1
351,0.037037037,1
352,0.037037037,1
353,0.037037037,1
354,0.037037037,1
355,0.037037037,1
356,0.037037037,1
357,0.037037037,1
358,0.037037037,1
359,0.037037037,1
360,0.037037037,1
361,0.037037037,1
362,0.037037037,1
363,0.037037037,1
364,0.037037037,1
365,0.037037037,1
366,0.037037037,1
367,0.037037037,1
368,0.037037037,1
369,0.037037037,1
370,0.037037037,1
371,0.037037037,1
372,0.037037037,1
373,0.037037037,1
374,0.037037037,1
375,0.037037037,1
376,0.037037037,1
377,0.037037037,1
378,0.037037037,1
379,0.037037037,1
380,0.037037037,1
381,0.037037037,1
382,0.037037037,1
383,0.037037037,1
384,0.037037037,1
385,0.037037037,1
386,0.037037037,1
387,0.037037037,1
388,0.037037037,1
389,0.037037037,1
390,0.037037037,1
391,0.037037037,1
392,0.037037037,1
393,0.037037037,1
394,0.037037037,1
395,0.037037037,1
396,0.037037037,1
397,0.037037037,1
398,0.037037037,1
399,0.037037037,1
400,0.037037037,1
401,0.037037037,1
402,0.037037037,1
403,0.037037037,1
404,0.037037037,1
405,0.037037037,1
406,0.037037037,1
407,0.037037037,1
408,0.037037037,1
409,0.037037037,1
410,0.037037037,1
411,0.037037037,1
412,0.037037037,1
413,0.037037037,1
414,0.037037037,1
415,0.037037037,1
416,0.037037037,1
417,0.037037037,1
418,0.037037037,1
419,0.037037037,1
420,0.037037037,1
421,0.037037037,1
422,0.037037037,1
423,0.037037037,1
424,0.037037037,1
425,0.037037037,1
426,0.037037037,1
427,0.037037037,1
428,0.037037037,1
429,0.037037037,1
430,0.037037037,1
431,0.037037037,1
432,0.037037037,1
433,0.037037037,1
434,0.037037037,1
435,0.037037037,1
436,0.037037037,1
437,0.037037037,1
438,0.037037037,1
439,0.037037037,1
440,0.037037037,1
441,0.037037037,1
442,0.037037037,1
443,0.037037037,1
444,0.037037037,1
445,0.037037037,1
446,0.037037037,1
447,0.037037037,1
448,0.037037037,1
449,0.037037037,1
450,0.037037037,1
451,0.037037037,1
452,0.037037037,1
453,0.037037037,1
454,0.037037037,1
455,0.037037037,1
456,0.037037037,1
457,0.037037037,1
458,0.037037037,1
459,0.037037037,1
460,0.037037037,1
461,0.037037037,1
462,0.037037037,1
463,0.037037037,1
464,0.037037037,1
465,0.037037037,1
466,0.037037037,1
467,0.037037037,1
468,0.037037037,1
469,0.037037037,1
470,0.037037037,1
471,0.037037037,1
472,0.037037037,1
473,0.037037037,1
474,0.037037037,1
475,0.037037037,1
476,0.037037037,1
477,0.037037037,1
478,0.037037037,1
479,0.037037037,1
480,0.037037037,1
481,0.037037037,1
482,0.037037037,1
483,0.037037037,1
484,0.037037037,1
485,0.037037037,1
486,0.037037037,1
487,0.037037037,1
488,0.037037037,1
489,0.037037037,1
490,0.037037037,1
491,0.037037037,1
492,0.037037037,1
493,0.037037037,1
494,0.037037037,1
495,0.037037037,1
496,0.037037037,1
497,0.037037037,1
498,0.037037037,1
499,0.037037037,1
500,0.037037037,1
501,0.037037037,1
502,0.037037037,1
503,0.037037037,1
504,0.055555556,1
505,0.055555556,1
506,0.055555556,1
507,0.055555556,1
508,0.055555556,1
509,0.055555556,1
510,0.055555556,1
511,0.055555556,1
512,0.055555556,1
513,0.055555556,1
514,0.055555556,1
515,0.055555556,1
516,0.055555556,1
517,0.055555556,1
518,0.055555556,1
519,0.055555556,1
520,0.055555556,1
521,0.055555556,1
522,0.055555556,1
523,0.055555556,1
524,0.055555556,1
525,0.055555556,1
526,0.055555556,1
527,0.055555556,1
528,0.055555556,1
529,0.055555556,1
530,0.055555556,1
531,0.055555556,1
532,0.055555556,1
533,0.055555556,1
534,0.074074074,1
535,0.074074074,1
536,0.074074074,1
537,0.074074074,1
538,0.074074074,1
539,0.074074074,1
540,0.074074074,1
541,0.074074074,1
542,0.074074074,1
543,0.074074074,1
544,0.074074074,1
545,0.074074074,1
546,0.074074074,1
547,0.074074074,1
548,0.074074074,1
549,0.074074074,1
550,0.074074074,1
551,0.074074074,1
552,0.074074074,1
553,0.074074074,1
554,0.074074074,1
555,0.074074074,1
556,0.074074074,1
557,0.074074074,1
558,0.074074074,1
559,0.074074074,1
560,0.074074074,1
561,0.074074074,1
562,0.074074074,1
563,0.074074074,1
564,0.074074074,1
565,0.074074074,1
566,0.074074074,1
567,0.074074074,1
568,0.074074074,1
569,0.074074074,1
570,0.074074074,1
571,0.074074074,1
572,0.074074074,1
573,0.074074074,1
574,0.074074074,1
575,0.074074074,1
576,0.074074074,1
577,0.092592593,1
578,0.092592593,1
579,0.111111111,1
580,0.111111111,1
581,0.111111111,1
582,0.111111111,1
583,0.111111111,1
584,0.111111111,1
585,0.111111111,1
586,0.111111111,1
587,0.111111111,1
588,0.111111111,1
589,0.111111111,1
590,0.111111111,1
591,0.111111111,1
592,0.111111111,1
593,0.111111111,1
594,0.111111111,1
595,0.111111111,1
596,0.111111111,1
597,0.111111111,1
598,0.111111111,1
599,0.111111111,1
600,0.111111111,1
601,0.111111111,1
602,0.111111111,1
603,0.111111111,1
604,0.111111111,1
605,0.111111111,1
606,0.111111111,1
607,0.111111111,1
608,0.111111111,1
609,0.111111111,1
610,0.111111111,1
611,0.111111111,1
612,0.111111111,1
613,0.111111111,1
614,0.111111111,1
615,0.111111111,1
616,0.111111111,1
617,0.111111111,1
618,0.111111111,1
619,0.111111111,1
620,0.111111111,1
621,0.111111111,1
622,0.111111111,1
623,0.111111111,1
624,0.111111111,1
625,0.111111111,1
626,0.111111111,1
627,0.111111111,1
628,0.111111111,1
629,0.111111111,1
630,0.111111111,1
631,0.111111111,1
632,0.111111111,1
633,0.111111111,1
634,0.111111111,1
635,0.111111111,1
636,0.111111111,1
637,0.111111111,1
638,0.111111111,1
639,0.111111111,1
640,0.111111111,1
641,0.111111111,1
642,0.111111111,1
643,0.111111111,1
644,0.111111111,1
645,0.111111111,1
646,0.111111111,1
647,0.111111111,1
648,0.111111111,1
649,0.111111111,1
650,0.111111111,1
651,0.111111111,1
652,0.111111111,1
653,0.111111111,1
654,0.111111111,1
655,0.12962963,1
656,0.12962963,1
657,0.12962963,1
658,0.12962963,1
659,0.12962963,1
660,0.12962963,1
661,0.12962963,1
662,0.12962963,1
663,0.12962963,1
664,0.12962963,1
665,0.12962963,1
666,0.12962963,1
667,0.12962963,1
668,0.12962963,1
669,0.12962963,1
670,0.12962963,1
671,0.12962963,1
672,0.12962963,1
673,0.12962963,1
674,0.12962963,1
675,0.12962963,1
676,0.12962963,1
677,0.12962963,1
678,0.12962963,1
679,0.12962963,1
680,0.12962963,1
681,0.12962963,1
682,0.12962963,1
683,0.12962963,1
684,0.12962963,1
685,0.12962963,1
686,0.12962963,1
687,0.12962963,1
688,0.12962963,1
689,0.12962963,1
690,0.12962963,1
691,0.12962963,1
692,0.12962963,1
693,0.12962963,1
694,0.12962963,1
695,0.12962963,1
696,0.12962963,1
697,0.12962963,1
698,0.12962963,1
699,0.12962963,1
700,0.12962963,1
701,0.12962963,1
702,0.12962963,1
703,0.12962963,1
704,0.12962963,1
705,0.12962963,1
706,0.12962963,1
707,0.12962963,1
708,0.12962963,1
709,0.12962963,1
710,0.12962963,1
711,0.12962963,1
712,0.12962963,1
713,0.12962963,1
714,0.12962963,1
715,0.12962963,1
716,0.12962963,1
717,0.12962963,1
718,0.12962963,1
719,0.12962963,1
720,0.12962963,1
721,0.12962963,1
722,0.12962963,1
723,0.12962963,1
724,0.12962963,1
725,0.12962963,1
726,0.12962963,1
727,0.12962963,1
728,0.12962963,1
729,0.12962963,1
730,0.12962963,1
731,0.12962963,1
732,0.12962963,1
733,0.12962963,1
734,0.12962963,1
735,0.12962963,1
736,0.12962963,1
737,0.12962963,1
738,0.12962963,1
739,0.12962963,1
740,0.12962963,1
741,0.12962963,1
742,0.12962963,1
743,0.12962963,1
744,0.12962963,1
745,0.12962963,1
746,0.12962963,1
747,0.12962963,1
748,0.12962963,1
749,0.12962963,1
750,0.12962963,1
751,0.12962963,1
752,0.12962963,1
753,0.12962963,1
754,0.12962963,1
755,0.12962963,1
756,0.12962963,1
757,0.12962963,1
758,0.12962963,1
759,0.12962963,1
760,0.12962963,1
761,0.12962963,1
762,0.12962963,1
763,0.12962963,1
764,0.12962963,1
765,0.12962963,1
766,0.12962963,1
767,0.12962963,1
768,0.12962963,1
769,0.12962963,1
770,0.12962963,1
771,0.12962963,1
772,0.12962963,1
773,0.12962963,1
774,0.12962963,1
775,0.12962963,1
776,0.12962963,1
777,0.12962963,1
778,0.12962963,1
779,0.12962963,1
780,0.148148148,1
781,0.148148148,1
782,0.148148148,1
783,0.148148148,1
784,0.148148148,1
785,0.148148148,1
786,0.148148148,1
787,0.148148148,1
788,0.148148148,1
789,0.148148148,1
790,0.148148148,1
791,0.148148148,1
792,0.148148148,1
793,0.148148148,1
794,0.148148148,1
795,0.148148148,1
796,0.148148148,1
797,0.148148148,1
798,0.148148148,1
799,0.148148148,1
800,0.148148148,1
801,0.148148148,1
802,0.148148148,1
803,0.148148148,1
804,0.148148148,1
805,0.148148148,1
806,0.148148148,1
807,0.148148148,1
808,0.148148148,1
809,0.148148148,1
810,0.148148148,1
811,0.148148148,1
812,0.148148148,1
813,0.148148148,1
814,0.148148148,1
815,0.148148148,1
816,0.148148148,1
817,0.148148148,1
818,0.148148148,1
819,0.148148148,1
820,0.148148148,1
821,0.148148148,1
822,0.148148148,1
823,0.148148148,1
824,0.148148148,1
825,0.148148148,1
826,0.148148148,1
827,0.148148148,1
828,0.148148148,1
829,0.148148148,1
830,0.148148148,1
831,0.148148148,1
832,0.148148148,1
833,0.148148148,1
834,0.148148148,1
835,0.148148148,1
836,0.148148148,1
837,0.148148148,1
838,0.148148148,1
839,0.148148148,1
840,0.148148148,1
841,0.148148148,1
842,0.148148148,1
843,0.148148148,1
844,0.148148148,1
845,0.148148148,1
846,0.148148148,1
847,0.148148148,1
848,0.148148148,1
849,0.148148148,1
850,0.148148148,1
851,0.148148148,1
852,0.148148148,1
853,0.148148148,1
854,0.148148148,1
855,0.148148148,1
856,0.148148148,1
857,0.148148148,1
858,0.148148148,1
859,0.148148148,1
860,0.148148148,1
861,0.148148148,1
862,0.148148148,1
863,0.148148148,1
864,0.148148148,1
865,0.148148148,1
866,0.148148148,1
867,0.148148148,1
868,0.148148148,1
869,0.148148148,1
870,0.148148148,1
871,0.148148148,1
872,0.148148148,1
873,0.148148148,1
874,0.148148148,1
875,0.148148148,1
876,0.148148148,1
877,0.148148148,1
878,0.148148148,1
879,0.148148148,1
880,0.148148148,1
881,0.148148148,1
882,0.148148148,1
883,0.148148148,1
884,0.148148148,1
885,0.148148148,1
886,0.148148148,1
887,0.148148148,1
888,0.148148148,1
889,0.148148148,1
890,0.148148148,1
891,0.148148148,1
892,0.148148148,1
893,0.148148148,1
894,0.148148148,1
895,0.148148148,1
896,0.148148148,1
897,0.148148148,1
898,0.148148148,1
899,0.148148148,1
900,0.148148148,1
901,0.148148148,1
902,0.148148148,1
903,0.148148148,1
904,0.148148148,1
905,0.148148148,1
906,0.148148148,1
907,0.148148148,1
908,0.148148148,1
909,0.148148148,1
910,0.148148148,1
911,0.148148148,1
912,0.148148148,1
913,0.148148148,1
914,0.148148148,1
915,0.148148148,1
916,0.148148148,1
917,0.148148148,1
918,0.148148148,1
919,0.148148148,1
920,0.148148148,1
921,0.148148148,1
922,0.148148148,1
923,0.148148148,1
924,0.148148148,1
925,0.148148148,1
926,0.148148148,1
927,0.148148148,1
928,0.166666667,1
929,0.166666667,1
930,0.166666667,1
931,0.166666667,1
932,0.166666667,1
933,0.166666667,1
934,0.166666667,1
935,0.166666667,1
936,0.166666667,1
937,0.166666667,1
938,0.166666667,1
939,0.166666667,1
940,0.166666667,1
941,0.166666667,1
942,0.166666667,1
943,0.166666667,1
944,0.166666667,1
945,0.166666667,1
946,0.166666667,1
947,0.166666667,1
948,0.166666667,1
949,0.166666667,1
950,0.166666667,1
951,0.166666667,1
952,0.166666667,1
953,0.166666667,1
954,0.166666667,1
955,0.166666667,1
956,0.166666667,1
957,0.166666667,1
958,0.166666667,1
959,0.166666667,1
960,0.166666667,1
961,0.166666667,1
962,0.166666667,1
963,0.166666667,1
964,0.166666667,1
965,0.166666667,1
966,0.166666667,1
967,0.166666667,1
968,0.166666667,1
969,0.166666667,1
970,0.166666667,1
971,0.166666667,1
972,0.166666667,1
973,0.166666667,1
974,0.166666667,1
975,0.166666667,1
976,0.166666667,1
977,0.166666667,1
978,0.166666667,1
979,0.166666667,1
980,0.166666667,1
981,0.166666667,1
982,0.166666667,1
983,0.166666667,1
984,0.166666667,1
985,0.166666667,1
986,0.166666667,1
987,0.166666667,1
988,0.166666667,1
989,0.166666667,1
990,0.166666667,1
991,0.166666667,1
992,0.166666667,1
993,0.166666667,1
994,0.166666667,1
995,0.166666667,1
996,0.166666667,1
997,0.166666667,1
998,0.166666667,1
999,0.166666667,1
1000,0.166666667,1
1001,0.166666667,1
1002,0.166666667,1
1003,0.166666667,1
1004,0.166666667,1
1005,0.166666667,1
1006,0.166666667,1
1007,0.166666667,1
1008,0.166666667,1
1009,0.166666667,1
1010,0.166666667,1
1011,0.166666667,1
1012,0.166666667,1
1013,0.166666667,1
1014,0.166666667,1
1015,0.166666667,1
1016,0.166666667,1
1017,0.166666667,1
1018,0.166666667,1
1019,0.166666667,1
1020,0.166666667,1
1021,0.166666667,1
1022,0.166666667,1
1023,0.166666667,1
1024,0.166666667,1
1025,0.166666667,1
1026,0.166666667,1
1027,0.166666667,1
1028,0.166666667,1
1029,0.166666667,1
1030,0.166666667,1
1031,0.166666667,1
1032,0.166666667,1
1033,0.166666667,1
1034,0.166666667,1
1035,0.166666667,1
1036,0.166666667,1
1037,0.166666667,1
1038,0.166666667,1
1039,0.166666667,1
1040,0.166666667,1
1041,0.166666667,1
1042,0.166666667,1
1043,0.166666667,1
1044,0.166666667,1
1045,0.166666667,1
1046,0.166666667,1
1047,0.166666667,1
1048,0.166666667,1
1049,0.166666667,1
1050,0.166666667,1
1051,0.166666667,1
1052,0.166666667,1
1053,0.166666667,1
1054,0.166666667,1
1055,0.166666667,1
1056,0.166666667,1
1057,0.166666667,1
1058,0.166666667,1
1059,0.166666667,1
1060,0.166666667,1
1061,0.166666667,1
1062,0.166666667,1
1063,0.166666667,1
1064,0.166666667,1
1065,0.166666667,1
1066,0.166666667,1
1067,0.166666667,1
1068,0.166666667,1
1069,0.166666667,1
1070,0.166666667,1
1071,0.166666667,1
1072,0.166666667,1
1073,0.166666667,1
1074,0.166666667,1
1075,0.166666667,1
1076,0.166666667,1
1077,0.203703704,1
1078,0.203703704,1
1079,0.203703704,1
1080,0.203703704,1
1081,0.203703704,1
1082,0.203703704,1
1083,0.203703704,1
1084,0.203703704,1
1085,0.203703704,1
1086,0.203703704,1
1087,0.203703704,1
1088,0.203703704,1
1089,0.203703704,1
1090,0.203703704,1
1091,0.203703704,1
1092,0.203703704,1
1093,0.203703704,1
1094,0.203703704,1
1095,0.203703704,1
1096,0.203703704,1
1097,0.203703704,1
1098,0.203703704,1
1099,0.203703704,1
1100,0.203703704,1
1101,0.203703704,1
1102,0.203703704,1
1103,0.203703704,1
1104,0.203703704,1
1105,0.203703704,1
1106,0.203703704,1
1107,0.203703704,1
1108,0.203703704,1
1109,0.203703704,1
1110,0.203703704,1
1111,0.203703704,1
1112,0.203703704,1
1113,0.203703704,1
1114,0.203703704,1
1115,0.203703704,1
1116,0.203703704,1
1117,0.203703704,1
1118,0.203703704,1
1119,0.203703704,1
1120,0.203703704,1
1121,0.203703704,1
1122,0.203703704,1
1123,0.203703704,1
1124,0.203703704,1
1125,0.203703704,1
1126,0.203703704,1
1127,0.203703704,1
1128,0.203703704,1
1129,0.203703704,1
1130,0.203703704,1
1131,0.203703704,1
1132,0.203703704,1
1133,0.203703704,1
1134,0.203703704,1
1135,0.203703704,1
1136,0.203703704,1
1137,0.203703704,1
1138,0.203703704,1
1139,0.203703704,1
1140,0.203703704,1
1141,0.203703704,1
1142,0.203703704,1
1143,0.203703704,1
1144,0.203703704,1
1145,0.203703704,1
1146,0.203703704,1
1147,0.203703704,1
1148,0.203703704,1
1149,0.203703704,1
1150,0.203703704,1
1151,0.203703704,1
1152,0.203703704,1
1153,0.203703704,1
1154,0.203703704,1
1155,0.203703704,1
1156,0.203703704,1
1157,0.203703704,1
1158,0.203703704,1
1159,0.203703704,1
1160,0.203703704,1
1161,0.203703704,1
1162,0.203703704,1
1163,0.203703704,1
1164,0.203703704,1
1165,0.203703704,1
1166,0.203703704,1
1167,0.203703704,1
1168,0.203703704,1
1169,0.203703704,1
1170,0.203703704,1
1171,0.203703704,1
1172,0.203703704,1
1173,0.203703704,1
1174,0.203703704,1
1175,0.203703704,1
1176,0.203703704,1
1177,0.203703704,1
1178,0.203703704,1
1179,0.203703704,1
1180,0.203703704,1
1181,0.203703704,1
1182,0.203703704,1
1183,0.203703704,1
1184,0.203703704,1
1185,0.203703704,1
1186,0.203703704,1
1187,0.203703704,1
1188,0.203703704,1
1189,0.203703704,1
1190,0.203703704,1
1191,0.203703704,1
1192,0.203703704,1
1193,0.203703704,1
1194,0.203703704,1
1195,0.203703704,1
1196,0.203703704,1
1197,0.203703704,1
1198,0.203703704,1
1199,0.203703704,1
1200,0.203703704,1
1201,0.203703704,1
1202,0.203703704,1
1203,0.203703704,1
1204,0.203703704,1
1205,0.203703704,1
1206,0.203703704,1
1207,0.203703704,1
1208,0.203703704,1
1209,0.203703704,1
1210,0.203703704,1
1211,0.203703704,1
1212,0.203703704,1
1213,0.203703704,1
1214,0.203703704,1
1215,0.203703704,1
1216,0.203703704,1
1217,0.203703704,1
1218,0.203703704,1
1219,0.203703704,1
1220,0.203703704,1
1221,0.203703704,1
1222,0.203703704,1
1223,0.203703704,1
1224,0.203703704,1
1225,0.203703704,1
1226,0.203703704,1
1227,0.203703704,1
1228,0.203703704,1
1229,0.203703704,1
1230,0.203703704,1
1231,0.203703704,1
1232,0.203703704,1
1233,0.203703704,1
1234,0.203703704,1
1235,0.203703704,1
1236,0.203703704,1
1237,0.203703704,1
1238,0.203703704,1
1239,0.203703704,1
1240,0.203703704,1
1241,0.203703704,1
1242,0.203703704,1
1243,0.203703704,1
1244,0.203703704,1
1245,0.203703704,1
1246,0.203703704,1
1247,0.203703704,1
1248,0.203703704,1
1249,0.203703704,1
1250,0.203703704,1
1251,0.203703704,1
1252,0.203703704,1
1253,0.203703704,1
1254,0.203703704,1
1255,0.203703704,1
1256,0.203703704,1
1257,0.203703704,1
1258,0.203703704,1
1259,0.203703704,1
1260,0.203703704,1
1261,0.203703704,1
1262,0.203703704,1
1263,0.203703704,1
1264,0.203703704,1
1265,0.203703704,1
1266,0.203703704,1
1267,0.203703704,1
1268,0.203703704,1
1269,0.203703704,1
1270,0.203703704,1
1271,0.203703704,1
1272,0.203703704,1
1273,0.203703704,1
1274,0.203703704,1
1275,0.203703704,1
1276,0.203703704,1
1277,0.203703704,1
1278,0.203703704,1
1279,0.203703704,1
1280,0.203703704,1
1281,0.203703704,1
1282,0.203703704,1
1283,0.203703704,1
1284,0.203703704,1
1285,0.203703704,1
1286,0.203703704,1
1287,0.203703704,1
1288,0.203703704,1
1289,0.203703704,1
1290,0.203703704,1
1291,0.203703704,1
1292,0.203703704,1
1293,0.203703704,1
1294,0.203703704,1
1295,0.203703704,1
1296,0.203703704,1
1297,0.203703704,1
1298,0.203703704,1
1299,0.203703704,1
1300,0.203703704,1
1301,0.203703704,1
1302,0.203703704,1
1303,0.203703704,1
1304,0.203703704,1
1305,0.203703704,1
1306,0.203703704,1
1307,0.203703704,1
1308,0.203703704,1
1309,0.203703704,1
1310,0.203703704,1
1311,0.203703704,1
1312,0.203703704,1
1313,0.203703704,1
1314,0.203703704,1
1315,0.203703704,1
1316,0.203703704,1
1317,0.203703704,1
1318,0.203703704,1
1319,0.203703704,1
1320,0.203703704,1
1321,0.203703704,1
1322,0.203703704,1
1323,0.203703704,1
1324,0.203703704,1
1325,0.203703704,1
1326,0.203703704,1
1327,0.203703704,1
1328,0.203703704,1
1329,0.203703704,1
1330,0.203703704,1
1331,0.203703704,1
1332,0.203703704,1
1333,0.203703704,1
1334,0.203703704,1
1335,0.203703704,1
1336,0.203703704,1
1337,0.203703704,1
1338,0.203703704,1
1339,0.203703704,1
1340,0.203703704,1
1341,0.203703704,1
1342,0.203703704,1
1343,0.203703704,1
1344,0.203703704,1
1345,0.203703704,1
1346,0.203703704,1
1347,0.203703704,1
1348,0.203703704,1
1349,0.203703704,1
1350,0.203703704,1
1351,0.203703704,1
1352,0.203703704,1
1353,0.203703704,1
1354,0.203703704,1
1355,0.203703704,1
1356,0.203703704,1
1357,0.203703704,1
1358,0.203703704,1
1359,0.203703704,1
1360,0.203703704,1
