users,states,mscores,iscores,newscore0,newscore1,newscore2,newscore3,newscore4,newscore5,newscore6,newscore7,newscore8,newscore9,newscore10
SBH0537,0,0.00196873373815,0.00468882684573,0.00468882684573,0.00441681753497,0.00414480822421,0.00387279891346,0.0036007896027,0.00332878029194,0.00305677098118,0.00278476167042,0.00251275235967,0.00224074304891,0.00196873373815
HAH0760,0,0.00346268252757,0.00449153504837,0.00449153504837,0.00438864979629,0.00428576454421,0.00418287929213,0.00407999404005,0.00397710878797,0.00387422353589,0.00377133828381,0.00366845303173,0.00356556777965,0.00346268252757
AHD0848,0,0.00131776867906,0.00441626606398,0.00441626606398,0.00410641632549,0.003796566587,0.0034867168485,0.00317686711001,0.00286701737152,0.00255716763303,0.00224731789454,0.00193746815604,0.00162761841755,0.00131776867906
AJN0607,0,0.00683032237769,0.00473039336436,0.00473039336436,0.00494038626569,0.00515037916703,0.00536037206836,0.00557036496969,0.00578035787103,0.00599035077236,0.00620034367369,0.00641033657502,0.00662032947636,0.00683032237769
EIS0041,0,0.00598726238957,0.00307915365938,0.00307915365938,0.0033699645324,0.00366077540542,0.00395158627844,0.00424239715146,0.00453320802448,0.00482401889749,0.00511482977051,0.00540564064353,0.00569645151655,0.00598726238957
LJT0817,0,0.00364692590575,0.00418333551354,0.00418333551354,0.00412969455276,0.00407605359198,0.0040224126312,0.00396877167042,0.00391513070965,0.00386148974887,0.00380784878809,0.00375420782731,0.00370056686653,0.00364692590575
BDI0533,0,0.00333725799995,0.00449430991744,0.00449430991744,0.00437860472569,0.00426289953394,0.00414719434219,0.00403148915044,0.00391578395869,0.00380007876695,0.0036843735752,0.00356866838345,0.0034529631917,0.00333725799995
MGS0974,0,0.00220326655531,0.00485690692744,0.00485690692744,0.00459154289023,0.00432617885301,0.0040608148158,0.00379545077859,0.00353008674137,0.00326472270416,0.00299935866695,0.00273399462974,0.00246863059252,0.00220326655531
BMT0528,0,0.00264539543098,0.00444932214411,0.00444932214411,0.0042689294728,0.00408853680148,0.00390814413017,0.00372775145886,0.00354735878754,0.00336696611623,0.00318657344492,0.00300618077361,0.00282578810229,0.00264539543098
GCS0571,0,0.00141840209105,0.00451942942885,0.00451942942885,0.00420932669507,0.00389922396129,0.00358912122751,0.00327901849373,0.00296891575995,0.00265881302617,0.00234871029239,0.00203860755861,0.00172850482483,0.00141840209105
BJP0134,0,0.00708388622865,0.00464694933533,0.00464694933533,0.00489064302466,0.00513433671399,0.00537803040333,0.00562172409266,0.00586541778199,0.00610911147132,0.00635280516065,0.00659649884999,0.00684019253932,0.00708388622865
RRP0568,0,0.00446962086299,0.00456248116297,0.00456248116297,0.00455319513297,0.00454390910297,0.00453462307298,0.00452533704298,0.00451605101298,0.00450676498298,0.00449747895298,0.00448819292299,0.00447890689299,0.00446962086299
MCF0600,1,0.000409350781929,0.00136256869072,0.00136256869072,0.00126724689984,0.00117192510896,0.00107660331808,0.000981281527204,0.000885959736325,0.000790637945445,0.000695316154566,0.000599994363687,0.000504672572808,0.000409350781929
SAA0999,0,0.00996379511847,0.003794125114,0.003794125114,0.00441109211445,0.00502805911489,0.00564502611534,0.00626199311579,0.00687896011624,0.00749592711668,0.00811289411713,0.00872986111758,0.00934682811802,0.00996379511847
THR0873,0,0.00871135180417,0.00343768392443,0.00343768392443,0.0039650507124,0.00449241750038,0.00501978428835,0.00554715107633,0.0060745178643,0.00660188465227,0.00712925144025,0.00765661822822,0.0081839850162,0.00871135180417
FSC0601,1,0.00430145896708,0.00475956624379,0.00475956624379,0.00471375551612,0.00466794478845,0.00462213406078,0.00457632333311,0.00453051260543,0.00448470187776,0.00443889115009,0.00439308042242,0.00434726969475,0.00430145896708
AKR0057,1,0.00490513350945,0.00453982763249,0.00453982763249,0.00457635822019,0.00461288880788,0.00464941939558,0.00468594998327,0.00472248057097,0.00475901115867,0.00479554174636,0.00483207233406,0.00486860292175,0.00490513350945
GZC0735,0,0.00421977492799,0.00479186296805,0.00479186296805,0.00473465416404,0.00467744536004,0.00462023655603,0.00456302775203,0.00450581894802,0.00444861014401,0.00439140134001,0.004334192536,0.004276983732,0.00421977492799
KMB0922,0,0.00299562170201,0.00408234037451,0.00408234037451,0.00397366850726,0.00386499664001,0.00375632477276,0.00364765290551,0.00353898103826,0.00343030917101,0.00332163730376,0.00321296543651,0.00310429356926,0.00299562170201
CFM0767,0,0.00160271054699,0.00487842291284,0.00487842291284,0.00455085167625,0.00422328043967,0.00389570920309,0.0035681379665,0.00324056672992,0.00291299549333,0.00258542425675,0.00225785302016,0.00193028178358,0.00160271054699
HAD0246,0,0.00291683653847,0.00457136878742,0.00457136878742,0.00440591556253,0.00424046233763,0.00407500911273,0.00390955588784,0.00374410266295,0.00357864943805,0.00341319621316,0.00324774298826,0.00308228976337,0.00291683653847
LBF0214,0,0.00376632606084,0.00441187966463,0.00441187966463,0.00434732430425,0.00428276894387,0.00421821358349,0.00415365822311,0.00408910286274,0.00402454750236,0.00395999214198,0.0038954367816,0.00383088142122,0.00376632606084
BWP0202,0,0.00217381526199,0.00395719147284,0.00395719147284,0.00377885385176,0.00360051623067,0.00342217860959,0.0032438409885,0.00306550336742,0.00288716574633,0.00270882812525,0.00253049050416,0.00235215288307,0.00217381526199
FFC0891,0,0.00291975934892,0.00454969421002,0.00454969421002,0.00438670072391,0.0042237072378,0.00406071375169,0.00389772026558,0.00373472677947,0.00357173329336,0.00340873980725,0.00324574632114,0.00308275283503,0.00291975934892
AJR0932,1,0.00120998939875,0.000787239284261,0.000787239284261,0.00082951429571,0.000871789307159,0.000914064318608,0.000956339330057,0.000998614341505,0.00104088935295,0.0010831643644,0.00112543937585,0.0011677143873,0.00120998939875
BDV0168,1,0.00203137458505,0.00275995483489,0.00275995483489,0.00268709680991,0.00261423878492,0.00254138075994,0.00246852273495,0.00239566470997,0.00232280668499,0.00224994866,0.00217709063502,0.00210423261003,0.00203137458505
ZKS0899,0,0.00880563783411,0.00440604051038,0.00440604051038,0.00484600024275,0.00528595997513,0.0057259197075,0.00616587943987,0.00660583917225,0.00704579890462,0.00748575863699,0.00792571836936,0.00836567810174,0.00880563783411
AJF0370,0,0.011355087356,0.0031114279773,0.0031114279773,0.00393579391517,0.00476015985304,0.00558452579091,0.00640889172878,0.00723325766665,0.00805762360452,0.00888198954239,0.00970635548026,0.0105307214181,0.011355087356
OCS0865,0,0.00572785702821,0.00469725323619,0.00469725323619,0.00480031361539,0.00490337399459,0.0050064343738,0.005109494753,0.0052125551322,0.0053156155114,0.0054186758906,0.00552173626981,0.00562479664901,0.00572785702821
AAM0658,1,0.000818783672606,0.00289262557766,0.00289262557766,0.00268524138715,0.00247785719665,0.00227047300614,0.00206308881564,0.00185570462513,0.00164832043463,0.00144093624412,0.00123355205362,0.00102616786311,0.000818783672606
HCS0003,0,0.00790474070009,0.00397929569743,0.00397929569743,0.0043718401977,0.00476438469796,0.00515692919823,0.00554947369849,0.00594201819876,0.00633456269903,0.00672710719929,0.00711965169956,0.00751219619982,0.00790474070009
NGF0157,0,0.00424536668769,0.00481444780158,0.00481444780158,0.00475753969019,0.0047006315788,0.00464372346741,0.00458681535602,0.00452990724463,0.00447299913325,0.00441609102186,0.00435918291047,0.00430227479908,0.00424536668769
CPG0322,0,0.00284425575351,0.00480944612872,0.00480944612872,0.0046129270912,0.00441640805368,0.00421988901616,0.00402336997864,0.00382685094111,0.00363033190359,0.00343381286607,0.00323729382855,0.00304077479103,0.00284425575351
OBH0499,0,0.00601946252113,0.00438015732798,0.00438015732798,0.0045440878473,0.00470801836661,0.00487194888593,0.00503587940524,0.00519980992455,0.00536374044387,0.00552767096318,0.0056916014825,0.00585553200181,0.00601946252113
ATP0662,0,0.00649303826756,0.00448154432441,0.00448154432441,0.00468269371873,0.00488384311304,0.00508499250736,0.00528614190167,0.00548729129599,0.0056884406903,0.00588959008462,0.00609073947893,0.00629188887325,0.00649303826756
DPM0423,0,0.003775867514,0.00450698285374,0.00450698285374,0.00443387131977,0.00436075978579,0.00428764825182,0.00421453671784,0.00414142518387,0.0040683136499,0.00399520211592,0.00392209058195,0.00384897904797,0.003775867514
IRM0931,0,0.00385800733461,0.00430243278372,0.00430243278372,0.00425799023881,0.0042135476939,0.00416910514899,0.00412466260408,0.00408022005917,0.00403577751425,0.00399133496934,0.00394689242443,0.00390244987952,0.00385800733461
HJB0742,1,0.00196432746431,0.00279559435392,0.00279559435392,0.00271246766496,0.002629340976,0.00254621428704,0.00246308759808,0.00237996090912,0.00229683422015,0.00221370753119,0.00213058084223,0.00204745415327,0.00196432746431
DBB0384,0,0.00930791922637,0.00312385097019,0.00312385097019,0.00374225779581,0.00436066462143,0.00497907144704,0.00559747827266,0.00621588509828,0.0068342919239,0.00745269874952,0.00807110557513,0.00868951240075,0.00930791922637
RHL0992,1,0.00429403318845,0.00453254098782,0.00453254098782,0.00450869020788,0.00448483942795,0.00446098864801,0.00443713786807,0.00441328708813,0.0043894363082,0.00436558552826,0.00434173474832,0.00431788396839,0.00429403318845
HBO0413,1,0.00454850720529,0.00462769549467,0.00462769549467,0.00461977666573,0.00461185783679,0.00460393900786,0.00459602017892,0.00458810134998,0.00458018252104,0.0045722636921,0.00456434486317,0.00455642603423,0.00454850720529
UAD0771,0,0.00237652676693,0.00430490117033,0.00430490117033,0.00411206372999,0.00391922628965,0.00372638884931,0.00353355140897,0.00334071396863,0.00314787652829,0.00295503908795,0.00276220164761,0.00256936420727,0.00237652676693
LCB0664,0,0.00576342153227,0.00472600945699,0.00472600945699,0.00482975066452,0.00493349187205,0.00503723307957,0.0051409742871,0.00524471549463,0.00534845670216,0.00545219790969,0.00555593911721,0.00565968032474,0.00576342153227
JCG0316,0,0.00628984573101,0.00450332357619,0.00450332357619,0.00468197579167,0.00486062800715,0.00503928022264,0.00521793243812,0.0053965846536,0.00557523686908,0.00575388908456,0.00593254130005,0.00611119351553,0.00628984573101
HCM0267,0,0.00830213297646,0.00346517595094,0.00346517595094,0.00394887165349,0.00443256735604,0.0049162630586,0.00539995876115,0.0058836544637,0.00636735016625,0.0068510458688,0.00733474157136,0.00781843727391,0.00830213297646
MTB0620,0,0.00742226762966,0.00450446990257,0.00450446990257,0.00479624967528,0.00508802944799,0.0053798092207,0.00567158899341,0.00596336876611,0.00625514853882,0.00654692831153,0.00683870808424,0.00713048785695,0.00742226762966
CAM0681,0,0.00219235501416,0.004553650412,0.004553650412,0.00431752087222,0.00408139133243,0.00384526179265,0.00360913225286,0.00337300271308,0.0031368731733,0.00290074363351,0.00266461409373,0.00242848455394,0.00219235501416
LBH0942,0,0.00918485437577,0.003625224326,0.003625224326,0.00418118733098,0.00473715033595,0.00529311334093,0.00584907634591,0.00640503935088,0.00696100235586,0.00751696536084,0.00807292836582,0.00862889137079,0.00918485437577
NDM0417,0,0.00363291509101,0.00481519233496,0.00481519233496,0.00469696461057,0.00457873688617,0.00446050916178,0.00434228143738,0.00422405371299,0.00410582598859,0.0039875982642,0.0038693705398,0.00375114281541,0.00363291509101
JJM0203,1,0.00363666363529,0.00486588605432,0.00486588605432,0.00474296381242,0.00462004157051,0.00449711932861,0.00437419708671,0.0042512748448,0.0041283526029,0.004005430361,0.0038825081191,0.00375958587719,0.00363666363529
CTA0020,0,0.00778499150506,0.00439735198626,0.00439735198626,0.00473611593814,0.00507487989002,0.0054136438419,0.00575240779378,0.00609117174566,0.00642993569754,0.00676869964942,0.0071074636013,0.00744622755318,0.00778499150506
BAJ0654,0,0.00139446425227,0.00271787114735,0.00271787114735,0.00258553045784,0.00245318976833,0.00232084907883,0.00218850838932,0.00205616769981,0.0019238270103,0.00179148632079,0.00165914563129,0.00152680494178,0.00139446425227
JJH0613,0,0.00748943821446,0.00451352891338,0.00451352891338,0.00481111984349,0.0051087107736,0.0054063017037,0.00570389263381,0.00600148356392,0.00629907449403,0.00659666542414,0.00689425635424,0.00719184728435,0.00748943821446
DMK0257,0,0.00475375488516,0.0044347579597,0.0044347579597,0.00446665765225,0.00449855734479,0.00453045703734,0.00456235672988,0.00459425642243,0.00462615611498,0.00465805580752,0.00468995550007,0.00472185519261,0.00475375488516
WIQ0567,0,0.00444323302652,0.00484447597312,0.00484447597312,0.00480435167846,0.0047642273838,0.00472410308914,0.00468397879448,0.00464385449982,0.00460373020516,0.0045636059105,0.00452348161584,0.00448335732118,0.00444323302652
RAW0915,0,0.00285131016543,0.00413706713762,0.00413706713762,0.0040084914404,0.00387991574318,0.00375134004596,0.00362276434874,0.00349418865153,0.00336561295431,0.00323703725709,0.00310846155987,0.00297988586265,0.00285131016543
SAB0781,0,0.00155750552366,0.00449585607343,0.00449585607343,0.00420202101845,0.00390818596348,0.0036143509085,0.00332051585352,0.00302668079855,0.00273284574357,0.00243901068859,0.00214517563361,0.00185134057864,0.00155750552366
IBM0671,0,0.00363440255226,0.00452892220781,0.00452892220781,0.00443947024225,0.0043500182767,0.00426056631115,0.00417111434559,0.00408166238004,0.00399221041448,0.00390275844893,0.00381330648337,0.00372385451782,0.00363440255226
GTD0219,1,0.00629551470006,0.00320080185392,0.00320080185392,0.00351027313853,0.00381974442315,0.00412921570776,0.00443868699238,0.00474815827699,0.0050576295616,0.00536710084622,0.00567657213083,0.00598604341545,0.00629551470006
CAH0936,1,0.00171984509917,0.00296833146946,0.00296833146946,0.00284348283243,0.0027186341954,0.00259378555837,0.00246893692134,0.00234408828431,0.00221923964729,0.00209439101026,0.00196954237323,0.0018446937362,0.00171984509917
AIP0982,0,0.00521769672037,0.00332947669547,0.00332947669547,0.00351829869796,0.00370712070045,0.00389594270294,0.00408476470543,0.00427358670792,0.00446240871041,0.0046512307129,0.00484005271539,0.00502887471788,0.00521769672037
JBD0616,0,0.0058525608288,0.00475422514242,0.00475422514242,0.00486405871106,0.0049738922797,0.00508372584833,0.00519355941697,0.00530339298561,0.00541322655425,0.00552306012289,0.00563289369152,0.00574272726016,0.0058525608288
RUM0880,0,0.00450340320719,0.00448333011062,0.00448333011062,0.00448533742028,0.00448734472993,0.00448935203959,0.00449135934925,0.0044933666589,0.00449537396856,0.00449738127822,0.00449938858788,0.00450139589753,0.00450340320719
SMY0792,0,0.00350742204674,0.00468735170607,0.00468735170607,0.00456935874014,0.0044513657742,0.00433337280827,0.00421537984234,0.0040973868764,0.00397939391047,0.00386140094454,0.00374340797861,0.00362541501267,0.00350742204674
KJJ0293,0,0.00118762982059,0.00486593075912,0.00486593075912,0.00449810066527,0.00413027057141,0.00376244047756,0.00339461038371,0.00302678028985,0.002658950196,0.00229112010215,0.0019232900083,0.00155545991444,0.00118762982059
KKW0879,0,0.00728256807433,0.00429349045415,0.00429349045415,0.00459239821617,0.00489130597819,0.0051902137402,0.00548912150222,0.00578802926424,0.00608693702626,0.00638584478828,0.00668475255029,0.00698366031231,0.00728256807433
RVF0201,0,0.00420700783858,0.00487547623667,0.00487547623667,0.00480862939686,0.00474178255705,0.00467493571724,0.00460808887743,0.00454124203763,0.00447439519782,0.00440754835801,0.0043407015182,0.00427385467839,0.00420700783858
VFM0814,0,0.00240416936309,0.00451949254848,0.00451949254848,0.00430796022994,0.0040964279114,0.00388489559286,0.00367336327432,0.00346183095578,0.00325029863725,0.00303876631871,0.00282723400017,0.00261570168163,0.00240416936309
SBN0866,0,0.00441578300609,0.00314019704641,0.00314019704641,0.00326775564238,0.00339531423835,0.00352287283431,0.00365043143028,0.00377799002625,0.00390554862222,0.00403310721819,0.00416066581415,0.00428822441012,0.00441578300609
DRR0162,1,0.00471136193264,0.0048114498724,0.0048114498724,0.00480144107842,0.00479143228445,0.00478142349047,0.0047714146965,0.00476140590252,0.00475139710854,0.00474138831457,0.00473137952059,0.00472137072662,0.00471136193264
ESR0693,0,0.00417788833282,0.00452233419427,0.00452233419427,0.00448788960813,0.00445344502198,0.00441900043584,0.00438455584969,0.00435011126355,0.0043156666774,0.00428122209126,0.00424677750511,0.00421233291897,0.00417788833282
CWR0502,0,0.0053738232692,0.00468168261129,0.00468168261129,0.00475089667708,0.00482011074287,0.00488932480866,0.00495853887445,0.00502775294024,0.00509696700604,0.00516618107183,0.00523539513762,0.00530460920341,0.0053738232692
IKP0472,0,0.00248188015731,0.00455011492488,0.00455011492488,0.00434329144812,0.00413646797137,0.00392964449461,0.00372282101785,0.00351599754109,0.00330917406434,0.00310235058758,0.00289552711082,0.00268870363407,0.00248188015731
GKO0078,0,0.0056455853146,0.00468595771253,0.00468595771253,0.00478192047274,0.00487788323294,0.00497384599315,0.00506980875336,0.00516577151357,0.00526173427377,0.00535769703398,0.00545365979419,0.00554962255439,0.0056455853146
GNS0178,0,0.00395165336162,0.00290894105957,0.00290894105957,0.00301321228977,0.00311748351998,0.00322175475019,0.00332602598039,0.00343029721059,0.0035345684408,0.003638839671,0.00374311090121,0.00384738213141,0.00395165336162
LOM0086,0,0.00456647643625,0.00476126703264,0.00476126703264,0.004741787973,0.00472230891336,0.00470282985372,0.00468335079408,0.00466387173445,0.00464439267481,0.00462491361517,0.00460543455553,0.00458595549589,0.00456647643625
BBG0325,0,0.0064022926997,0.00487842291284,0.00487842291284,0.00503080989153,0.00518319687021,0.0053355838489,0.00548797082758,0.00564035780627,0.00579274478496,0.00594513176364,0.00609751874233,0.00624990572101,0.0064022926997
RKD0604,1,0.00205934241618,0.00194912264765,0.00194912264765,0.0019601446245,0.00197116660136,0.00198218857821,0.00199321055506,0.00200423253192,0.00201525450877,0.00202627648562,0.00203729846247,0.00204832043933,0.00205934241618
JMK0099,0,0.00218541668289,0.00451632624273,0.00451632624273,0.00428323528675,0.00405014433076,0.00381705337478,0.00358396241879,0.00335087146281,0.00311778050683,0.00288468955084,0.00265159859486,0.00241850763887,0.00218541668289
DCH0843,1,0.000573076400892,0.00140914839283,0.00140914839283,0.00132554119364,0.00124193399444,0.00115832679525,0.00107471959605,0.000991112396861,0.000907505197667,0.000823897998473,0.00074029079928,0.000656683600086,0.000573076400892
WIF0691,0,0.0091548259917,0.00325029751923,0.00325029751923,0.00384075036648,0.00443120321372,0.00502165606097,0.00561210890822,0.00620256175547,0.00679301460271,0.00738346744996,0.00797392029721,0.00856437314445,0.0091548259917
DIW0118,0,0.00576037314063,0.00475286132246,0.00475286132246,0.00485361250428,0.00495436368609,0.00505511486791,0.00515586604973,0.00525661723155,0.00535736841336,0.00545811959518,0.005558870777,0.00565962195881,0.00576037314063
USH0199,0,0.00245418511324,0.0048184419336,0.0048184419336,0.00458201625156,0.00434559056953,0.00410916488749,0.00387273920546,0.00363631352342,0.00339988784138,0.00316346215935,0.00292703647731,0.00269061079528,0.00245418511324
FKK0055,0,0.0031929800083,0.00475649684519,0.00475649684519,0.0046001451615,0.00444379347781,0.00428744179412,0.00413109011043,0.00397473842674,0.00381838674306,0.00366203505937,0.00350568337568,0.00334933169199,0.0031929800083
TAP0551,1,0.00200100792654,0.00291555856707,0.00291555856707,0.00282410350302,0.00273264843896,0.00264119337491,0.00254973831086,0.0024582832468,0.00236682818275,0.0022753731187,0.00218391805465,0.00209246299059,0.00200100792654
XAA0104,0,0.00345519158168,0.00450111583451,0.00450111583451,0.00439652340923,0.00429193098394,0.00418733855866,0.00408274613338,0.0039781537081,0.00387356128281,0.00376896885753,0.00366437643225,0.00355978400696,0.00345519158168
JTS0389,0,0.00352575139114,0.00481756968301,0.00481756968301,0.00468838785382,0.00455920602464,0.00443002419545,0.00430084236626,0.00417166053707,0.00404247870789,0.0039132968787,0.00378411504951,0.00365493322033,0.00352575139114
KMW0545,0,0.00204195484025,0.00481378985139,0.00481378985139,0.00453660635028,0.00425942284916,0.00398223934805,0.00370505584693,0.00342787234582,0.00315068884471,0.00287350534359,0.00259632184248,0.00231913834136,0.00204195484025
PSF0133,1,0.00262851813387,0.00430128003858,0.00430128003858,0.00413400384811,0.00396672765764,0.00379945146717,0.0036321752767,0.00346489908622,0.00329762289575,0.00313034670528,0.00296307051481,0.00279579432434,0.00262851813387
CCL0068,1,0.00352630372632,0.00486408172381,0.00486408172381,0.00473030392406,0.00459652612431,0.00446274832456,0.00432897052481,0.00419519272507,0.00406141492532,0.00392763712557,0.00379385932582,0.00366008152607,0.00352630372632
RNP0211,0,0.00657245867898,0.00407063700587,0.00407063700587,0.00432081917318,0.00457100134049,0.0048211835078,0.00507136567511,0.00532154784242,0.00557173000974,0.00582191217705,0.00607209434436,0.00632227651167,0.00657245867898
LDG0459,0,0.000649131641572,0.00448482868146,0.00448482868146,0.00410125897747,0.00371768927348,0.00333411956949,0.0029505498655,0.00256698016152,0.00218341045753,0.00179984075354,0.00141627104955,0.00103270134556,0.000649131641572
BMG0917,0,0.0066233627969,0.00418235856699,0.00418235856699,0.00442645898998,0.00467055941297,0.00491465983596,0.00515876025895,0.00540286068194,0.00564696110494,0.00589106152793,0.00613516195092,0.00637926237391,0.0066233627969
PNH0761,0,0.00279381085504,0.00365242926659,0.00365242926659,0.00356656742544,0.00348070558428,0.00339484374312,0.00330898190197,0.00322312006082,0.00313725821966,0.00305139637851,0.00296553453735,0.0028796726962,0.00279381085504
MLL0598,0,0.00399696336277,0.00438986805362,0.00438986805362,0.00435057758453,0.00431128711545,0.00427199664636,0.00423270617728,0.00419341570819,0.00415412523911,0.00411483477002,0.00407554430094,0.00403625383185,0.00399696336277
BTL0226,1,0.00186645178892,0.00149327087973,0.00149327087973,0.00153058897065,0.00156790706157,0.00160522515249,0.00164254324341,0.00167986133432,0.00171717942524,0.00175449751616,0.00179181560708,0.001829133698,0.00186645178892
SBN0971,0,0.000817906518402,0.0047609886525,0.0047609886525,0.00436668043909,0.00397237222568,0.00357806401227,0.00318375579886,0.00278944758545,0.00239513937204,0.00200083115863,0.00160652294522,0.00121221473181,0.000817906518402
BVC0790,0,0.00451925763166,0.00440062581438,0.00440062581438,0.00441248899611,0.00442435217784,0.00443621535956,0.00444807854129,0.00445994172302,0.00447180490475,0.00448366808648,0.0044955312682,0.00450739444993,0.00451925763166
ICH0294,0,0.0024908269627,0.00485963571087,0.00485963571087,0.00462275483605,0.00438587396124,0.00414899308642,0.0039121122116,0.00367523133678,0.00343835046197,0.00320146958715,0.00296458871233,0.00272770783752,0.0024908269627
DIB0285,1,0.0028753201187,0.00457219887913,0.00457219887913,0.00440251100309,0.00423282312704,0.004063135251,0.00389344737496,0.00372375949891,0.00355407162287,0.00338438374683,0.00321469587079,0.00304500799474,0.0028753201187
LCC0819,1,0.0032908626414,0.00453404681887,0.00453404681887,0.00440972840112,0.00428540998338,0.00416109156563,0.00403677314788,0.00391245473013,0.00378813631239,0.00366381789464,0.00353949947689,0.00341518105915,0.0032908626414
MPM0220,1,0.0121430269724,0.00312164546159,0.00312164546159,0.00402378361267,0.00492592176375,0.00582805991483,0.00673019806591,0.00763233621699,0.00853447436808,0.00943661251916,0.0103387506702,0.0112408888213,0.0121430269724
JDB0169,0,0.0088956527091,0.00348404359781,0.00348404359781,0.00402520450894,0.00456636542007,0.0051075263312,0.00564868724233,0.00618984815346,0.00673100906458,0.00727216997571,0.00781333088684,0.00835449179797,0.0088956527091
MDH0580,1,0.00217647466178,0.00439239090803,0.00439239090803,0.00417079928341,0.00394920765878,0.00372761603415,0.00350602440953,0.0032844327849,0.00306284116028,0.00284124953566,0.00261965791103,0.00239806628641,0.00217647466178
WXH0872,0,0.00468161448289,0.00437045004366,0.00437045004366,0.00440156648758,0.00443268293151,0.00446379937543,0.00449491581935,0.00452603226328,0.0045571487072,0.00458826515112,0.00461938159504,0.00465049803897,0.00468161448289
